region,location,street_address,num_of_rooms,size,fee,final_price,initial_price,year_built
Solna,Råsunda,"Ekensbergsvägen 97, 5 tr",4,80.5 ,4961,4230000,3595000,1956
Solna,Råsunda,"S:t Ansgars väg 10 B, 1 tr",1,27 ,1847,2320000,1995000,1940
Stockholm,Östermalm,"Artillerigatan 33, 1 tr",1.5,38 ,1787,4200000,3795000,1940
Stockholm,Vasastan,"Karlbergsvägen 66B, 5 tr",1,19 ,900,2450000,1995000,1906
Stockholm,Aspudden,"Lilla Aspuddsvägen 2, vån 3 av 4",4,95 ,4727,7550000,6495000,1912
Stockholm,Årsta,Dellensvägen 12,2,58 ,3783,2800000,2495000,1943
Stockholm,HammarbySjöstad,"Sickla kanalgata 75, 4tr",3,72 ,4720,4495000,4495000,2000
Nacka,VästraOrminge,Skarpövägen 35,3,81 ,5530,2300000,1995000,2000
Solna,SolnaCentrum,"Skytteholmsvägen 20, 6 tr",4,96 ,4789,5505000,4895000,1950
Stockholm,HammarbySjöstad,"Hammarby allé 55B, 3tr",2,64 ,3518,4620000,4295000,2014
Stockholm,Vasastan,"Gävlegatan 9, 3 tr",2,43 ,1741,3900000,3495000,1926
Stockholm,Kungsholmen,"Igeldammsgatan 22B, 1,5 tr",2,56 ,3070,4200000,3800000,1897
Stockholm,Vasastan,"Karlavägen 6, 1 tr",2,41 ,1316,4050000,3950000,1994
Stockholm,Midsommarkransen,Kyndelsmässogränd 6,2,66.6 ,5585,3150000,3395000,1993
Stockholm,Gröndal,"Ormbergsvägen 12, 7/7 tr",3,75 ,3266,6400000,5750000,1993
Sundbyberg,Duvbo,Ekovägen 45e,2,47 ,3367,2150000,2150000,1993
Stockholm,Södermalm,"Brännkyrkagatan 77 B, 6 tr",3,80.5 ,2538,6870000,6450000,1969
Solna,Råsunda,"Råsundavägen 119, 4 vån",3,74 ,2540,4700000,4775000,1910
Stockholm,Bromma,Kratsbodavägen 50A vån 5/5,2,51 ,3335,3200000,2995000,2016
Stockholm,Kungsholmen,"Pipersgatan 18, 3tr",2,37.5 ,2886,3750000,3750000,1934
Stockholm,Birkastan,Tomtebogatan 1,2,52 ,1664,5200000,4995000,1926
Stockholm,Sturehillshöjden,Sturehillsvägen 5,4,91 ,4541,5625000,5395000,2012
Solna,Råsunda,"Parkvägen 23, 1.5tr",1.5,40 ,2005,2900000,2495000,1937
Sundbyberg,Ursvik,"Forskargränd 26, 3tr",4,95 ,4651,4000000,3795000,2009
Stockholm,NorraDjurgårdsstaden,"Hårdvallsgatan 11, 3tr",4,97 ,5350,6830000,6495000,2016
Sundbyberg,Ursvik,Ladugårdsgatan 10,1.5,34.5 ,2265,2200000,1875000,2017
Stockholm,Vasastan,"Valhallavägen 49, 1 tr",1,30 ,1543,3100000,2495000,1931
Sundbyberg,Sundbybergcentrum,"Ursviksvägen 2A, 1tr",1,37 ,2082,2450000,2450000,1928
Stockholm,Södermalm,Skånegatan 59B,2,56 ,2384,4300000,3890000,1905
Stockholm,Gröndal,"Gröndalsvägen 48, 2 tr",3.5,100 ,5844,5550000,5395000,1905
Nacka,Nacka,Ormingeringen 16A,4,91 ,5584,2500000,2195000,1905
Stockholm,Gärdet,Smedsbacksgatan 7,2,37 ,2190,3125000,3150000,1939
Stockholm,Kungsholmen,Svarvargatan 18,2,44 ,1636,3870000,3250000,1933
Stockholm,Södermalm,"Heleneborgsgatan 11C, ög",2.5,47 ,2400,3950000,3490000,1913
Stockholm,Södermalm,"Flintbacken 4, 3 tr",1.5,36 ,1435,2850000,2850000,1913
Stockholm,Södermalm,Krukmakargatan 24,2,40 ,2129,3700000,3250000,1964
Stockholm,HammarbySjöstad,"Hammarby Allé 165, 7tr",4,106.5 ,6211,7300000,6750000,2002
Stockholm,Vasastan,"Tulegatan 41, 8 tr",2,60 ,2394,4750000,4450000,1963
Stockholm,Östermalm,Styrmansgatan 21,4,115 ,4847,14225000,13900000,1897
Sundbyberg,Sundbyberg,Prästgårdsgatan 2,1.5,35 ,1686,2825000,2650000,2017
Stockholm,Kungsholmen,Frödingsvägen 6,2,48 ,1977,3400000,3400000,1933
Stockholm,Östermalm,Grev Magnigatan 12B,3,80 ,2571,9825000,9250000,1884
Nacka,Saltsjöbaden,Fidravägen 73,2,55 ,2980,2000000,1895000,1884
Stockholm,Gärdet,"Värtavägen 33, 1 tr",1.5,36 ,1501,3335000,2750000,1934
Nacka,Nacka,"Setterwalls väg 4, 9tr",2,58 ,3030,3150000,2950000,1934
Stockholm,Kungsholmen,"Harry Martinsons gata 10, 2 tr",2,65 ,2855,4800000,4590000,2009
Stockholm,Bromma,Rundkyrkoallén,5,118 ,2282,7700000,7700000,2019
Stockholm,Hornstull,Högalidsgatan 25,1,27 ,1749,2760000,2450000,1930
Stockholm,Rågsved,Bäverdammsgränd 106,5,108 ,6617,2650000,1875000,1983
Solna,Järvastaden,Fridensborgsvägen 145 vån 5 av 5 ,5,111 ,5635,5800000,5800000,2016
Sundbyberg,LillaAlby,Humblegatan 13,4,98.5 ,5627,4950000,4495000,1960
Stockholm,Maria,"Krukmakargatan 4, 3 tr",1,33 ,1686,3330000,2650000,1896
Stockholm,Sofia,"Tegelviksgatan 38, 3 tr högst upp ",3,88 ,5295,6600000,5995000,2003
Nacka,SaltsjöbadenLjuskärrsberget,Ljuskärrsvägen 29,2,63 ,3360,2200000,1995000,2003
Stockholm,Abrahamsberg,Arkitektvägen 67,3,74 ,4720,4810000,3995000,1938
Solna,Råsunda,Näckrosvägen 18,2,55 ,3218,3720000,2995000,1946
Stockholm,Vasastan,"Birger Jarlsgatan 115 A, 6tr, VUP",3,72 ,2864,7995000,7995000,1913
Sundbyberg,CentralaSundbyberg,Eliegatan 1B,4,85 ,4788,5395000,4895000,2011
Stockholm,Vasastan,"Frejgatan 25, 3 tr",2,69 ,3428,6500000,5495000,1903
Solna,Järvastaden,"Järva Skjutbaneväg 56, 4tr ",3,80 ,3449,4375000,4375000,2012
Stockholm,Kista,"Helsingörsgatan 12, 4 tr",4,100 ,6121,2960000,2960000,1978
Stockholm,NorraDjurgårdsstaden,"Storängsgatan 1, 6 tr ",4,94 ,5823,7200000,6900000,2014
Stockholm,Fruängen,"Fruängsgatan 39, våning 8",4,108.7 ,5867,5300000,4195000,2008
Stockholm,Liljeholmskajen,Sjöviksvägen 45,4,84 ,4887,5200000,4895000,2006
Stockholm,Hägersten,"Olof Skötkonungs Väg 2, 2 tr",2,51 ,3269,3220000,2695000,1938
Stockholm,SpångaSolhöjden,Norrskensbacken 1B,3,86.5 ,6008,3375000,2775000,2000
Stockholm,Bromma,Björnsonsgatan 140,2,57 ,3000,2920000,2290000,1952
Stockholm,Årsta,"Siljansvägen 21, 3 tr",2.5,56.5 ,3964,2950000,2495000,1945
Stockholm,Östbergahöjden,Morupsgränd 11 ,4,95 ,4761,2600000,2495000,1969
Stockholm,Bromma,Synålsvägen 20,3,75 ,3847,3700000,3495000,1943
Stockholm,Kungsholmen,"Garvargatan 22, 2 tr",1.5,34 ,1433,2970000,3100000,1943
Solna,Bergshamra,"Mårdstigen 13, Vån 2",3,74.5 ,3586,3570000,2795000,1953
Stockholm,Kungsholmen,"Stadshagsplan 10, 2tr",1,26 ,1928,2440000,2095000,1953
Stockholm,Bromma,"Tunnlandsvägen 91, vån 6",3,93 ,3888,4600000,4295000,1998
Sollentuna,Edsberg,Kruthornsvägen 38,3,66 ,3525,1980000,1595000,1964
Sollentuna,Edsberg,Viltstigen 4,1,35 ,2686,1785000,1375000,2015
Nacka,FinnbodaHamn,Finnboda Varvsväg 14A,3,78.5 ,4261,5250000,5250000,2013
Solna,Huvudsta,"Jungfrudansen 18, 4 tr",2,36 ,1786,2860000,2295000,2013
Stockholm,Stockholm,Grönbrinksgatan 1,3,87 ,4110,6250000,5195000,2003
Stockholm,Rågsved,Bjursätragatan 96,1,27 ,1856,1570000,1650000,1957
Stockholm,Blåsut,Hållövägen 13,2,46 ,2835,3140000,2695000,2014
Stockholm,Kungsholmen,Sankt Eriksgatan 4,3,60 ,3527,5450000,4675000,1929
Stockholm,Bromma,Beckomberga Ängsväg 14,3,75 ,4645,3450000,3350000,1929
Stockholm,Bromma,Beckomberga skogsväg 4,3,70 ,4081,3375000,3295000,2017
Stockholm,Bromma,Norrbyvägen 16,2,34 ,3060,2060000,1695000,1939
Sollentuna,Tureberg,Turebergs Allé 43,3,65 ,3109,3610000,3350000,2017
Stockholm,Vasastan,"Birkagatan 21B, 2tr",1,34 ,1223,3675000,2995000,1905
Stockholm,Globen,"Konstgjutarvägen 20, 3 tr",3,63 ,3128,3725000,2995000,1944
Stockholm,Södermalm,Kristinehovsgatan 5A,2,40 ,2328,2930000,2900000,1941
Stockholm,Hägersten,"Hägerstensvägen 183, Vån 3/3",2.5,58 ,2156,3680000,2995000,1936
Stockholm,Årsta,"Marviksvägen 5, 1tr",3,79 ,4551,4550000,3995000,2008
Solna,Råsunda,Råsundavägen 64,4,85 ,4340,4800000,4195000,1949
Solna,Råsunda,"Förrådsgatan 3, 3 tr",2,39 ,2463,2760000,2395000,1939
Stockholm,Östermalm,"Erik Dahlbergsgatan 24, 3 tr",2,42 ,2204,3850000,3195000,1934
Stockholm,Bromma,Mariehällsvägen 6,3,70 ,4608,4050000,3750000,2005
Stockholm,Hammarbyhöjden,Per Lindeströms Väg 88,2,49 ,3735,2550000,2395000,1939
Sollentuna,SollentunaCentrum,"Blåklockevägen 12, 5tr",4,102 ,6015,4010000,3875000,2009
Stockholm,HammarbySjöstad,Redargatan 8,4,100 ,5537,5800000,5695000,2009
Stockholm,Vasastan,"Karlbergsvägen 35 B, ÖG",3,61 ,2305,6585000,6000000,1903
Solna,Råsunda,"Tottvägen 4 B, 4 tr",2,58 ,2773,3400000,3595000,1910
Solna,Frösunda,"Signe Tillischgatan 15, 4 tr",3,78 ,4598,4675000,3895000,2006
Stockholm,Kista,"Gallehusgränd 3, bv",2,60 ,4648,2000000,2000000,2000
Stockholm,Vasastan,"Tomtebogatan 51, 3 tr",1,26 ,1558,2870000,2475000,2000
Solna,Råsunda,"Vasavägen 31, plan 1",3,71 ,4118,3400000,3195000,1938
Stockholm,Kungsholmen,Bergsgatan 34A,3,64 ,3269,5760000,5250000,1882
Stockholm,Bromma,Grundtvigsgatan 17,1,41 ,1754,2240000,1925000,1951
Stockholm,Kärrtorp,"Vikstensvägen 9, vån 2",4,69 ,4370,4020000,3450000,1950
Stockholm,Kungsholmen,"Svarvargatan 17, 1tr",2,44 ,2255,3860000,3350000,1932
Solna,Västraskogen,Trubadurvägen 1,2,47 ,2546,3000000,2695000,2015
Sundbyberg,Ursvik,Oxenstiernas Allé 33,3,77.4 ,4695,3310000,2995000,2010
Nacka,Kvarnholmen,Kvarnholmsvägen 84,1,37 ,2413,2575000,2495000,2010
Stockholm,Kungsholmen,"Kungsholmsgatan 13,  3 tr",1,28 ,2189,2685000,2195000,1934
Stockholm,Fruängen,Elin Wägners Gata 5,3,70 ,4802,3300000,2995000,1958
Stockholm,Midsommarkransen,Ringdansvägen 1F,4,114 ,6082,8620000,7895000,1911
Nacka,Finnberget,Finnbergsvägen 14,2,58 ,3285,3380000,2495000,1950
Stockholm,Blåsut,"Fyrvaktarkroken 42, 2 tr",2,43.5 ,2634,3050000,2495000,2009
Stockholm,Aspudden,Schlytersvägen 41,2,52 ,3465,3520000,2995000,1947
Stockholm,Fruängen,Doktor Widerströms gata 82,2,55 ,3195,2610000,2095000,1954
Stockholm,Stockholm,Arvodesvägen 18,2,53 ,3044,2900000,2395000,1947
Stockholm,Kungsholmen,"Pipersgatan 16, 5tr",1,27.5 ,2237,2600000,2495000,1935
Stockholm,Maria,Samaritgränd 9,2,42 ,2407,4225000,3295000,1928
Stockholm,Vasastan,"Tomtebogatan 42, 1 tr",4,91 ,3434,8600000,7395000,1907
Stockholm,Hammarbyhöjden,Mariestadsvägen 16,2,43 ,3194,2780000,2250000,1943
Stockholm,Årsta,Svärdlångsvägen 55 ,1,38.5 ,3088,2420000,1895000,1951
Nacka,Nacka,Fyrspannsvägen 66,2,63 ,4824,2080000,2080000,1951
Stockholm,Södermalm,Folkskolegatan 3,3,75 ,3591,7200000,7200000,1931
Stockholm,Högdalen,Skebokvarnsvägen 376,2,50 ,3602,2150000,1995000,2007
Stockholm,Vällingby,"Östersundsgatan 2, Vån 2 (21022)",2,46 ,2434,2550000,1895000,2017
Stockholm,Hägersten,Skridskovägen 9E,4,101 ,5517,5550000,4750000,1956
Stockholm,Vasastan,Luntmakargatan 65,2.5,78 ,2069,6400000,6475000,1882
Nacka,Nacka,"Tollareslingan 24, 4 tr",3,87 ,4223,5000000,4995000,1882
Stockholm,Vasastan,"Döbelnsgatan 67B, 3 tr",2,72 ,2472,6750000,5950000,1888
Stockholm,Vasastan,Rödabergsbrinken 16,1,45.5 ,2642,3800000,3675000,1925
Stockholm,Östermalm,"Valhallavägen 116, 1,5 tr",3,90 ,3314,7700000,7495000,1889
Stockholm,Kungsholmen,"Parmmätargatan 22, 1,5tr",2,51 ,2891,4500000,4195000,1912
Stockholm,Kungsholmen,"Sankt Eriksgatan 55, 3tr",1,32 ,1486,2950000,2695000,1904
Stockholm,Vasastan,Sveavägen 111,2,52 ,1668,4300000,3850000,1925
Stockholm,Vällingby,"Östersundsgatan 4, Vån 3 (22032)",2,64 ,3387,2900000,2195000,2017
Stockholm,Östermalm,"Birger Jarlsgatan 104D, 4tr",1,35 ,2698,3225000,2995000,1929
Stockholm,Kungsholmen,"Vitalisvägen 7, 2tr",2,42.5 ,2313,3250000,3195000,1933
Stockholm,Södermalm,"Siargatan 9, 3 tr",2,62 ,3273,4350000,3650000,1965
Nacka,Älta,Älta Idrottsväg 6H,4,100 ,5487,4100000,3995000,2015
Stockholm,Årsta,Dellensvägen 15,2,58 ,3550,2725000,2495000,1947
Stockholm,Gröndal,"Sjöbjörnsvägen 48, 2tr",2.5,58 ,3650,3775000,3695000,1946
Stockholm,Liljeholmen,"Nybohovsbacken 77, 3tr",3,71 ,2945,3495000,3495000,1961
Solna,Frösunda,"Nämndemansgatan 19, 3 tr",4,102 ,5074,5650000,4950000,2014
Stockholm,HammarbySjöstad,"Sickla Kanalgata 62, 4 & 5 tr",6.5,143 ,8137,10100000,8950000,2003
Stockholm,Vasastan,"Karlbergsvägen 87A, 5 tr",2,60 ,2942,5200000,4950000,1912
Solna,Karolinska,Fogdevreten 4,3,67 ,4236,3550000,2995000,1972
Stockholm,Kungsholmen,Ulriksborgsgatan 9,2,59.5 ,3376,4250000,3995000,2007
Sundbyberg,Ursvik,"Gamla Enköpingsvägen 176, Vån 3",3,66 ,3815,2780000,2780000,2016
Stockholm,Södermalm,Kocksgatan 40,1,26 ,2008,3000000,2595000,2016
Stockholm,City,Regeringsgatan 70F,3.5,72 ,3190,5800000,5450000,1982
Stockholm,Östermalm,Brahegatan 3B,2,50 ,2064,5600000,5250000,1897
Stockholm,Skärmarbrink,Arkadvägen 4,2,47 ,3466,2700000,2700000,1897
Stockholm,Karlaplan,Gumshornsgatan 9,1.5,32 ,1706,3560000,3195000,1930
Stockholm,HammarbySjöstad,"Lugnets allé 67, 2tr",1,49 ,3442,3055000,2650000,1930
Stockholm,Södermalm,"Bondegatan 1 D, 2 tr",1,29 ,1606,3040000,2595000,1885
Stockholm,Vasastan,Rådmansgatan 39B,3,97 ,3845,9200000,8950000,1901
Stockholm,Stockholm,Götalandsvägen 179 i,2,52 ,4462,1925000,1925000,1992
Stockholm,Kungsholmen,Pontonjärgatan 27,2.5,76 ,2843,7100000,5975000,1932
Stockholm,Vasastan,"Hagagatan 20A, 3tr",1.5,35 ,1493,4080000,3495000,1906
Stockholm,Södermalm,"Folkungagatan 101, 5 tr",1,29 ,1155,3100000,2395000,1975
Stockholm,Björkhagen,Simrishamnsvägen 12,2,52 ,2564,2800000,3000000,1945
Stockholm,Kungsholmen,"Vitalisvägen 5, vån 3",2,38 ,2025,3100000,2750000,1931
Stockholm,Hägerstensåsen,Valutavägen 86,3.5,74 ,4834,3975000,3195000,1931
Stockholm,Östermalm,"Valhallavägen 80 A, 3 tr ög",2,45 ,2405,4700000,3995000,1897
Solna,Huvudsta,"Krysshammarvägen 2, 6tr",3,82.3 ,2708,4000000,3595000,1965
Stockholm,Hornstull,Bergsundsgatan 19,2,44 ,2527,4000000,3350000,1930
Stockholm,Globen,Konstgjutarvägen 10,2,52 ,3294,3000000,2495000,1944
Sundbyberg,CentralaSundbyberg,Tulegatan 7,3,78 ,4405,4225000,3995000,2011
Stockholm,Vasastan,"Tegnérgatan 55C, 3tr.",1.5,39 ,2565,4100000,3495000,2011
Stockholm,NorraDjurgårdsstaden,Husarviksgatan 16,1,38.5 ,1797,3350000,3350000,2016
Stockholm,Spånga,"Erik Tegels väg 2B, Vån 2",3,76.5 ,3921,2200000,2200000,1965
Stockholm,Vällingby,Vittangigatan 16,1,23 ,1631,1650000,1495000,1953
Stockholm,Vasastan,Tomtebogatan 5C,2,59 ,842,5700000,5395000,1909
Solna,Huvudsta,Storgatan 56,2,62.5 ,2964,2850000,2595000,1983
Stockholm,City,"Kammakargatan 27, 4 tr - vind",3,114 ,5118,13500000,13500000,1899
Solna,Filmstaden,"Mauritz Stillers Väg 14, 1/2 tr",3,78 ,4523,4950000,4495000,1899
Solna,VästraSkogen,"Epistelvägen 1B, vån 10",3,82 ,4442,4830000,4830000,2016
Stockholm,Bredäng,Odd Fellowvägen 31,3,76 ,4342,2315000,2395000,1991
Sollentuna,Häggvik,Smedjevägen 3,5,122.5 ,5677,3775000,3650000,1982
Stockholm,Bagarmossen,Ätravägen 22A,1,32 ,2350,2200000,2200000,2017
Stockholm,Vasastan,Frejgatan 42,1,38 ,1499,3950000,3295000,1886
Nacka,Saltsjöqvarn,Bageribacken 8,3,75.6 ,3722,4400000,3995000,2001
Stockholm,Bromma,"Mariehällstorget 7, vån 3",2,52 ,2275,3200000,2595000,2016
Stockholm,Ormkärr,Olshammarsgatan 64,5,110 ,6970,3230000,2750000,1960
Solna,Skytteholm,Nybodagatan 3,4.5,97.5 ,4200,4700000,4195000,1957
Stockholm,Östermalm,"Kampementsgatan 16, 3 tr",3,87.2 ,4065,5605000,5295000,1963
Stockholm,Midsommarkransen,Midsommarvägen 31,2.5,54 ,2612,3725000,2995000,1946
Sundbyberg,Sundbyberg,Artillerivägen 1A,1,33.9 ,2604,1850000,1495000,1999
Stockholm,FarstaSköndal,Sköndalsvägen 126,4,85 ,4200,3450000,3500000,1960
Stockholm,Katarina,"Nytorgsgatan 15, 1,5 tr.",2,38 ,2182,3850000,2995000,1938
Stockholm,Husby,"Lofotengatan 15, 2tr",4,91 ,5849,2630000,1995000,1974
Stockholm,Akalla,"Nystadsgatan 8, 2 tr",3,73 ,3988,2050000,1800000,1974
Stockholm,Bromma,"Alpvägen 17, vån 2",3,84 ,4341,4300000,3995000,2017
Stockholm,Vasastan,"Kungstensgatan 35, 4tr",3,85 ,3965,8200000,7695000,1885
Solna,VästraSkogen,"Tecknarvägen 5, 1tr",1.5,33 ,2048,2720000,1995000,2016
Sundbyberg,LillaAlby,Högklintavägen 14,2,73 ,4117,4310000,3695000,2002
Stockholm,Bromma,Follingbogatan 12,3,101.5 ,4158,5100000,4995000,1930
Stockholm,Midsommarkransen,Vattenledningsvägen 48B,2,61 ,3532,4410000,3995000,1911
Stockholm,Vasastan,"Sveavägen 120, 6/6tr",3,94 ,1141,9625000,7995000,1905
Stockholm,HammarbySjöstad,Hammarby Allé 44,2,59 ,3971,4725000,4725000,2008
Solna,VästraSkogen,"Trubadurvägen 1, vån 3",2,47 ,2524,3100000,2695000,2016
Stockholm,Bandhagen,Axbergsgränd 29,2,60 ,3519,1780000,1795000,1957
Nacka,VästraOrminge,Edövägen 14D,2.5,59 ,4113,1875000,1750000,1957
Stockholm,Annedal,"Tummelisas gata 3, 2 tr.",1.5,36 ,2784,2250000,1895000,2013
Stockholm,Årsta,Rämensvägen 3,1,32.5 ,2210,2205000,1895000,1945
Stockholm,Hässelby,Strandliden 53,1,49 ,2515,2225000,1995000,1957
Stockholm,Skarpnäck,Glidflyktsgatan 3,2,61.5 ,4388,2150000,1950000,1985
Stockholm,Bromma,Karen Blixens gata 7,2,50 ,3088,2550000,2295000,2014
Stockholm,Östermalm,Grev Magnigatan 10,2,60 ,3058,5150000,5350000,1894
Stockholm,Södermalm,"Varvsgatan 14, 4 tr",3,81 ,2723,7190000,6450000,1913
Stockholm,Södermalm,"Wollmar Yxkullsgatan 3, 2 tr",2,44 ,2786,4210000,3295000,1906
Solna,Solna,Fyrgränd 4,3,67 ,2643,3600000,2995000,1950
Stockholm,Vasastan,Torsgränd 4,2,46 ,2417,4400000,3995000,1905
Stockholm,Stockholm,Grevgatan 19,2,37 ,1646,4600000,4250000,1931
Sollentuna,Tegelhagen,Tegelhagsvägen 15,2,61 ,3854,2900000,2900000,1976
Stockholm,Fruängen,Agnes Lagerstedts Gata 12,3,68 ,3884,3130000,2575000,1955
Stockholm,Hammarbyhöjden,Läckövägen 11,2,47 ,3368,3150000,2575000,1955
Stockholm,Vasastan,"Döbelnsgatan 69, 3 tr",3,107 ,3646,12200000,8995000,1902
Stockholm,HammarbySjöstad,"Fendergatan 8, 4 av 4 tr",2,44 ,3143,3400000,3195000,2009
Solna,Huvudsta,"Infanterigatan 17, 7 tr.",3,79 ,3787,3920000,3495000,1962
Solna,Råsunda,Östervägen 14B,1.5,41 ,2362,2450000,2195000,1938
Stockholm,Södermalm,Folkskolegatan 12,1.5,28 ,2300,2600000,2250000,1929
Stockholm,Vasastan,"Hälsingegatan 9A, 2 tr ög",2,63 ,2741,6625000,5895000,1900
Stockholm,Bagarmossen,Kolbäcksgränd 32,2,62 ,4073,2800000,2395000,1954
Nacka,Sickla,"Atlasvägen 39, 7tr",1.5,37 ,1652,2465000,2295000,1958
Stockholm,Södermalm,"Fatburs Kvarngata 27, 5 tr",3,69 ,4133,5320000,4495000,1991
Stockholm,Östermalm,"Riddargatan 29D, 3tr-ög",2,42 ,1664,4550000,4250000,1902
Stockholm,Kungsholmen,Kronobergsgatan 19,1,35 ,1798,3350000,2995000,1905
Stockholm,Hägerstensåsen,"Inteckningsvägen 56, 2tr",3,58 ,4046,3150000,2795000,1945
Stockholm,Södermalm,Maria prästgårdsgata 12,1,36 ,1097,3340000,3340000,1945
Stockholm,Farsta,"Ekshäradsgatan 81, 9 tr.",1.5,45 ,2731,2325000,1995000,1983
Nacka,Saltsjöqvarn,"Bageribacken 4, 3tr",3,88.5 ,4322,5420000,5550000,1983
Solna,Järvastaden,Fridensborgsvägen 119,3,72 ,3899,3700000,4060000,2018
Stockholm,Bromma,"Tranebergsvägen 24, 3tr",2,57 ,2996,3575000,3195000,1935
Stockholm,AndelibostadsföreningHögalid,Krukmakargatan 50,3,87 ,3771,8000000,6950000,1909
Stockholm,Hässelby,"Hässelby Torg 2, vån 4",3,73 ,4275,1850000,1695000,1956
Stockholm,Hagsätra,"Hallsbergsgatan 20, 3tr",2,42 ,2901,2060000,1695000,2015
Stockholm,Fruängen,Ellen Keys Gata 24 ,1.5,37 ,3235,2000000,1790000,2008
Stockholm,Vasastan,"Luntmakargatan 59, 5tr.",2,63 ,3922,6550000,5695000,1943
Stockholm,Spånga,Erik Tegels väg 11,1,45 ,3099,1600000,1695000,1961
Sundbyberg,Duvbo,Duvkullavägen 40A,2,63 ,2953,2150000,1895000,1957
Stockholm,Södermalm,Lundagatan 36F,1.5,41 ,2112,4550000,3500000,1957
Stockholm,Kungsholmen,Jakob Westinsgatan 7,4,141.5 ,5775,11500000,11395000,1957
Stockholm,Vasastan,"Frejgatan 53, 2 tr",2,51 ,2114,4350000,3995000,1926
Stockholm,Kungsholmen,"Bergsgatan 51, 4tr",1.5,34 ,1434,3200000,2995000,1963
Stockholm,Telefonplan,Hökmossevägen 30,2,42 ,2871,2600000,1995000,1943
Stockholm,Kungsholmen,Fleminggatan 93,2,53 ,2440,5300000,4575000,1900
Stockholm,Bromma,Sareksvägen 11,1,33 ,1569,2500000,1995000,1937
Solna,Huvudsta,Bygatan 15,1.5,41 ,2100,2640000,2295000,1937
Stockholm,Gröndal,Storsegelvägen 8,2,54 ,2925,4100000,4100000,2018
Sundbyberg,Rissne,Rissneleden 165,2,47 ,2681,2295000,2295000,2018
Sundbyberg,Sundbyberg,Oxenstiernas Allé 21,2,39 ,2507,2215000,1895000,2014
Solna,Råsunda,Råsundavägen 59,3,77 ,3669,4350000,3995000,1936
Solna,SolnaSkytteholm,Ankdammsgatan 30,1,25.3 ,1259,2150000,1650000,1959
Stockholm,Östermalm,"Furusundsgatan 11, 5tr",1,26 ,1623,2650000,2395000,1939
Stockholm,Bromma,Dartanjangs Gata 68,5,109 ,5625,4600000,4395000,2012
Solna,Järvastaden,Järva skjutbaneväg 62,4,86 ,3654,5025000,4450000,2011
Stockholm,Kungsholmen,Kungsholmsgatan 50,2,43 ,1844,4600000,3995000,1901
Stockholm,ÄlvsjöSolberga,Sandalmakarbacken 11,4,104 ,4073,3850000,3495000,1970
Stockholm,Spånga,Dagsverksvägen 205,2,54 ,2907,1650000,1595000,1958
Nacka,NackaForum,"Serenadvägen 11, 2 tr",3,68 ,3952,3600000,2877000,2009
Solna,Hagalund,"Hagalundsgatan 30, 11tr",4,96.2 ,3828,3780000,3195000,1972
Sollentuna,Edsberg,Rudbecks väg 147,4,81 ,4174,3650000,3450000,2018
Nacka,Finnboda,Kvarnholmsvägen 39C,3,81 ,5194,4610000,3995000,2018
Stockholm,Skärmarbrink,Arkadvägen 16,2,38 ,2406,2670000,2295000,1942
Stockholm,Liljeholmskajen,"Sturehillsvägen 7, 1tr",2,55 ,3154,3300000,3295000,2013
Stockholm,Vasastan,Surbrunnsgatan 17,3,72 ,1294,8800000,7950000,1896
Stockholm,Södermalm,Samaritgränd 7,1.5,42 ,2573,3800000,3700000,1927
Stockholm,Östermalm,Regeringsgatan 70 F,2,62 ,2945,4600000,4495000,1982
Stockholm,Vasastan,Upplandsgatan 32,3,85.5 ,4458,6850000,6495000,1967
Stockholm,Telefonplan,Dansbanevägen 45,1,39 ,2781,2250000,1975000,1946
Stockholm,Farsta,Värmlandsvägen 9c,4,91 ,5416,3400000,3150000,2011
Stockholm,Vasastan,Kungstensgatan 59,3,73 ,1974,7850000,3150000,1883
Stockholm,Bromma,Björnsonsgatan 120,4,114 ,6229,4300000,3895000,1951
Stockholm,Enskede,Dalgränd 52,4.5,103 ,5832,4550000,4350000,1981
Stockholm,FarstaSköndal,"Dalbobranten 27, 2tr",3,73 ,3600,2600000,2450000,1959
Sollentuna,Kärrdal,"Lomvägen 65, 1tr",3,83 ,4443,2150000,2095000,1975
Stockholm,Fredhäll,Atterbomsvägen 58,2,42 ,2090,3695000,3195000,1935
Stockholm,Södermalm,"Lilla Erstagatan 6, 2 tr",2,49 ,2262,4700000,4250000,1930
Stockholm,LillaEssingen,"Luxgatan 19, 3tr",2,58.5 ,3337,4250000,3900000,2007
Stockholm,Kungsholmen,"Polhemsgatan 31, vån 5/6",3.5,91.6 ,3381,7935000,7250000,2007
Stockholm,Södermalm,Drakenbergsgatan 8,2,60 ,2494,4275000,4275000,2007
Stockholm,Älvsjö,Elkabelgatan 1,4,92 ,4787,4400000,4495000,2017
Nacka,Bastuhöjden,"Barnhemsvägen 11, 1tr",3,72 ,4070,3050000,3095000,2008
Nacka,Skogalundsklippan,"Skogalundsklippan 26, 2tr",2,59.5 ,4046,2430000,2295000,2008
Stockholm,Vasastan,Sankt Eriksplan 17,2,58 ,2299,5000000,4495000,1927
Stockholm,Skärholmen,Falkholmsgränd 5,3,68.5 ,4626,2000000,1790000,1967
Nacka,FinnbodaHamn,Finnboda Kajväg 12E,2,60.5 ,3396,5300000,5195000,1967
